Index,UID,Term,alias_1,alias_2,alias_3,alias_4,alias_5,Definition,Title,Author,Year,Link,Combined,Annotations,text,categories_1,categories_2,categories_3
2296,small_0090,Lace,,,,,,materials  of  open  structure  made  either  by  hand  or  on  lace machines.  used  for  trimmings  and  decorative  articles.,How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,Lace: Materials  of  open  structure  made  either  by  hand  or  on  lace machines.  Used  for  trimmings  and  decorative  articles.,,Lace: Materials  of  open  structure  made  either  by  hand  or  on  lace machines.  Used  for  trimmings  and  decorative  articles.,textile fabrics,,
2297,small_0091,Linene,,,,,,a  cotton  material  finished  to  imitate  linen.  finish  de¬ stroyed  by  laundering.,How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,Linene: A  cotton  material  finished  to  imitate  linen.  Finish  de¬ stroyed  by  laundering.,,Linene: A  cotton  material  finished  to  imitate  linen.  Finish  de¬ stroyed  by  laundering.,textile fabrics,,
2298,small_0092,Linoleum,,,,,,a  floor  covering  made  by  using  a  specially  prepared heavy  paint  on  a  strong  burlap  or  hemp  foundation.  many  grades.,How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,Linoleum: A  floor  covering  made  by  using  a  specially  prepared heavy  paint  on  a  strong  burlap  or  hemp  foundation.  Many  grades.,,Linoleum: A  floor  covering  made  by  using  a  specially  prepared heavy  paint  on  a  strong  burlap  or  hemp  foundation.  Many  grades.,textile fabrics,,
2299,small_0093,Linon,,,,,,a  cotton  imitation  of  handkerchief  linen.  see  linene.,How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,Linon: A  cotton  imitation  of  handkerchief  linen.  See  Linene.,,Linon: A  cotton  imitation  of  handkerchief  linen.  See  Linene.,textile fabrics,,
2300,small_0094,Linsey-Woolsey,,,,,,"a  material  never  found  now.  a  durable  but  un¬ attractive  material  of  wool  and  flax,  hand  spun,  home  dyed,  and  hand woven  by  our  colonial  ancestors.  used  for  dresses  of  the  women and  children.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Linsey-woolsey: A  material  never  found  now.  A  durable  but  un¬ attractive  material  of  wool  and  flax,  hand  spun,  home  dyed,  and  hand woven  by  our  Colonial  ancestors.  Used  for  dresses  of  the  women and  children.",,"Linsey-woolsey: A  material  never  found  now.  A  durable  but  un¬ attractive  material  of  wool  and  flax,  hand  spun,  home  dyed,  and  hand woven  by  our  Colonial  ancestors.  Used  for  dresses  of  the  women and  children.",textile fabrics,,
2301,small_0095,Longcloth,,,,,,"a  fine,  smooth,  light-weight,  closely  woven  cotton material  with  soft  finish.  used  for  infants⊙  clothes  and  lingerie.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Longcloth: A  fine,  smooth,  light-weight,  closely  woven  cotton material  with  soft  finish.  Used  for  infants’  clothes  and  lingerie.",,"Longcloth: A  fine,  smooth,  light-weight,  closely  woven  cotton material  with  soft  finish.  Used  for  infants’  clothes  and  lingerie.",textile fabrics,,
2302,small_0096,Mackinaw,,,,,,"heavy  wool  coating,  usually  of  double  cloth,  yarn- dyed  and  woven  in  plaids.  used  for  coats  for  men,  women,  and  chil¬ dren.  worn  especially  by  loggers,  trappers,  etc.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Mackinaw: Heavy  wool  coating,  usually  of  double  cloth,  yarn- dyed  and  woven  in  plaids.  Used  for  coats  for  men,  women,  and  chil¬ dren.  Worn  especially  by  loggers,  trappers,  etc.",,"Mackinaw: Heavy  wool  coating,  usually  of  double  cloth,  yarn- dyed  and  woven  in  plaids.  Used  for  coats  for  men,  women,  and  chil¬ dren.  Worn  especially  by  loggers,  trappers,  etc.",textile fabrics,,
2303,small_0097,Madras,,,,,,"(from  madras,  name  of  a  city  in  india).  a  firm,  smooth, soft-finished  cotton  material  similar  to  a  good  quality  of  gingham. usually  yarn  dyed  and  often  contains  small  jacquard  design. used for  shirts,  pajamas,  etc.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Madras  : (from  Madras,  name  of  a  city  in  India).  A  firm,  smooth, soft-finished  cotton  material  similar  to  a  good  quality  of  gingham. Usually  yarn  dyed  and  often  contains  small  Jacquard  design. Used for  shirts,  pajamas,  etc.",,"Madras  : (from  Madras,  name  of  a  city  in  India).  A  firm,  smooth, soft-finished  cotton  material  similar  to  a  good  quality  of  gingham. Usually  yarn  dyed  and  often  contains  small  Jacquard  design. Used for  shirts,  pajamas,  etc.",textile fabrics,,
2304,small_0098,Madras,,,,,,"a  material  of  gauze  weave  having  a  pattern  woven  in with  soft,  heavy  yarns,  the  cut  ends  of  which  give  a  shaggy  effect  to the  back  of  the  material.  used  for  curtains  and  draperies.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Madras: A  material  of  gauze  weave  having  a  pattern  woven  in with  soft,  heavy  yarns,  the  cut  ends  of  which  give  a  shaggy  effect  to the  back  of  the  material.  Used  for  curtains  and  draperies.",,"Madras: A  material  of  gauze  weave  having  a  pattern  woven  in with  soft,  heavy  yarns,  the  cut  ends  of  which  give  a  shaggy  effect  to the  back  of  the  material.  Used  for  curtains  and  draperies.",textile fabrics,,
2305,small_0099,Marquisette,,,,,,"an  open  silk  or  cotton  material  of  gauze  weave  simi¬ lar  to  grenadine.  may  be  made  of  mixed  fibers.  many  grades.  used for  dresses,  curtains,  etc.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Marquisette: An  open  silk  or  cotton  material  of  gauze  weave  simi¬ lar  to  grenadine.  May  be  made  of  mixed  fibers.  Many  grades.  Used for  dresses,  curtains,  etc.",,"Marquisette: An  open  silk  or  cotton  material  of  gauze  weave  simi¬ lar  to  grenadine.  May  be  made  of  mixed  fibers.  Many  grades.  Used for  dresses,  curtains,  etc.",textile fabrics,,
2306,small_0100,Marseilles,,,,,,"(marsalz'),  from  marseilles,  name  of  a  city  in  france. a  cotton  double  cloth,  often  with  elaborate  floral  design,  the  pattern being  made  by  the  releasing  and  combining  of  the  different  ply  as  the cloth  is  woven.  used  for  bedspreads.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Marseilles  : (marsalz'),  from  Marseilles,  name  of  a  city  in  France. A  cotton  double  cloth,  often  with  elaborate  floral  design,  the  pattern being  made  by  the  releasing  and  combining  of  the  different  ply  as  the cloth  is  woven.  Used  for  bedspreads.",,"Marseilles  : (marsalz'),  from  Marseilles,  name  of  a  city  in  France. A  cotton  double  cloth,  often  with  elaborate  floral  design,  the  pattern being  made  by  the  releasing  and  combining  of  the  different  ply  as  the cloth  is  woven.  Used  for  bedspreads.",textile fabrics,,
2307,small_0101,Metalcloth,,,,,,"a  brilliant,  metallic  material  made  with  a  cotton  warp and  filling  of  metal  novelty  yarns.  used  for  millinery,  trimmings, lamp  shades,  etc.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Metalcloth: A  brilliant,  metallic  material  made  with  a  cotton  warp and  filling  of  metal  novelty  yarns.  Used  for  millinery,  trimmings, lamp  shades,  etc.",,"Metalcloth: A  brilliant,  metallic  material  made  with  a  cotton  warp and  filling  of  metal  novelty  yarns.  Used  for  millinery,  trimmings, lamp  shades,  etc.",textile fabrics,,
2308,small_0102,Metalline  Cloth,,,,,,"a  material  of  bright  metal  colors  and  brilliant luster.  made  with  silk  or  cotton  warp  and  artificial  silk  filling.  an imitation  of  metal  cloth  and  used  for  the  same  purposes. milanese  (from  milan,  name  of  a  city  in  italy).  a  silk  underwear material  knitted  on  a  warp-knitting  frame.  does  not  ravel.  used  for underwear,  gloves,  hosiery,  etc.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Metalline  cloth: A  material  of  bright  metal  colors  and  brilliant luster.  Made  with  silk  or  cotton  warp  and  artificial  silk  filling.  An imitation  of  metal  cloth  and  used  for  the  same  purposes. Milanese  (from  Milan,  name  of  a  city  in  Italy).  A  silk  underwear material  knitted  on  a  warp-knitting  frame.  Does  not  ravel.  Used  for underwear,  gloves,  hosiery,  etc.",,"Metalline  cloth: A  material  of  bright  metal  colors  and  brilliant luster.  Made  with  silk  or  cotton  warp  and  artificial  silk  filling.  An imitation  of  metal  cloth  and  used  for  the  same  purposes. Milanese  (from  Milan,  name  of  a  city  in  Italy).  A  silk  underwear material  knitted  on  a  warp-knitting  frame.  Does  not  ravel.  Used  for underwear,  gloves,  hosiery,  etc.",textile fabrics,,
2309,small_0103,Moire,,,,,,"(mo'ra ;  french,  mwara'),  ""watered⊝  silk.  a  silk  material (usually  poplin)  with  a  watered  effect  on  the  face.  finish  produced by  heat,  moisture,  and  etched  rollers.  used  for  millinery,  wraps, gowns,  trimmings,  etc.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Moire  : (mo'ra ;  French,  mwara'),  ""watered”  silk.  A  silk  material (usually  poplin)  with  a  watered  effect  on  the  face.  Finish  produced by  heat,  moisture,  and  etched  rollers.  Used  for  millinery,  wraps, gowns,  trimmings,  etc.",,"Moire  : (mo'ra ;  French,  mwara'),  ""watered”  silk.  A  silk  material (usually  poplin)  with  a  watered  effect  on  the  face.  Finish  produced by  heat,  moisture,  and  etched  rollers.  Used  for  millinery,  wraps, gowns,  trimmings,  etc.",textile fabrics,,
2310,small_0104,Monk's  Cloth,,,,,,"a  coarse,  rough  cotton  material  with  conspicuous basket  weave.  usually  dust-colored  but  may  be  dyed.  used  for draperies,  couch  covers,  etc.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Monk’s  cloth: A  coarse,  rough  cotton  material  with  conspicuous basket  weave.  Usually  dust-colored  but  may  be  dyed.  Used  for draperies,  couch  covers,  etc.",,"Monk’s  cloth: A  coarse,  rough  cotton  material  with  conspicuous basket  weave.  Usually  dust-colored  but  may  be  dyed.  Used  for draperies,  couch  covers,  etc.",textile fabrics,,
2311,small_0105,Monofil,,,,,,"an  artificial  (rayon)  horsehair.  used  in  millinery,  braids, etc.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Monofil: An  artificial  (rayon)  horsehair.  Used  in  millinery,  braids, etc.",,"Monofil: An  artificial  (rayon)  horsehair.  Used  in  millinery,  braids, etc.",textile fibres,,
2312,small_0106,Mummy  Cloth,,,,,,"a  cotton  or  linen  toweling  of  irregular  weave  giv¬ ing  a  pebbly  effect.  used  for  towels,  runners,  etc.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Mummy  cloth: A  cotton  or  linen  toweling  of  irregular  weave  giv¬ ing  a  pebbly  effect.  Used  for  towels,  runners,  etc.",,"Mummy  cloth: A  cotton  or  linen  toweling  of  irregular  weave  giv¬ ing  a  pebbly  effect.  Used  for  towels,  runners,  etc.",textile fabrics,,
2313,small_0107,Muslin,,,,,,a  general  term  for  plain  white  or  unbleached  cotton  mate¬ rials  used  for  underwear  and  household  purposes.,How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,Muslin: A  general  term  for  plain  white  or  unbleached  cotton  mate¬ rials  used  for  underwear  and  household  purposes.,,Muslin: A  general  term  for  plain  white  or  unbleached  cotton  mate¬ rials  used  for  underwear  and  household  purposes.,textile fabrics,,
2314,small_0108,Nainsook,,,,,,"a  fine,  smooth,  soft  cotton  material,  usually  white  but may  be  tinted.  many  grades.  used  for  infants⊙  wear  and  lingerie.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Nainsook: A  fine,  smooth,  soft  cotton  material,  usually  white  but may  be  tinted.  Many  grades.  Used  for  infants’  wear  and  lingerie.",,"Nainsook: A  fine,  smooth,  soft  cotton  material,  usually  white  but may  be  tinted.  Many  grades.  Used  for  infants’  wear  and  lingerie.",textile fabrics,,
2315,small_0109,Near-Silk,,,,,,a  mercerized  cotton  lining  material.,How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,Near-silk: A  mercerized  cotton  lining  material.,,Near-silk: A  mercerized  cotton  lining  material.,textile fabrics,,
2316,small_0110,Net,Netting,,,,,"an  openwork  material  usually  made  on  the  lace machine.  forms  the  foundation  for  a  great  variety  of  laces.  used for  curtains,  millinery,  etc.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Net  or  netting: An  openwork  material  usually  made  on  the  lace machine.  Forms  the  foundation  for  a  great  variety  of  laces.  Used for  curtains,  millinery,  etc.",,"Net  or  netting: An  openwork  material  usually  made  on  the  lace machine.  Forms  the  foundation  for  a  great  variety  of  laces.  Used for  curtains,  millinery,  etc.",textile fabrics,,
2317,small_0111,O.  D.  Flannel.,Olive Drab Flannel,,,,,an  olive  drab  flannel  made  to  exact  specifications  by the  united  states  government  for  the  uniforms  of  our  soldiers.,How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,O.  D.  flannel.  : An  olive  drab  flannel  made  to  exact  specifications  by the  United  States  government  for  the  uniforms  of  our  soldiers.,,O.  D.  flannel.  : An  olive  drab  flannel  made  to  exact  specifications  by the  United  States  government  for  the  uniforms  of  our  soldiers.,textile fabrics,,
2318,small_0112,Oilcloth,,,,,,"a  material  painted  on  one  side  with  a  specially  prepared paint.  lighter  weights  used  for  kitchen  aprons,  table  and  shelf  cover¬ ings,  etc.  coarser  and  heavier  grades  used  for  floor  coverings.  see linoleum.",How to Know Textiles,"Small, Cassie Paine",1932,https://archive.org/details/howtoknowtextile00smal,"Oilcloth: A  material  painted  on  one  side  with  a  specially  prepared paint.  Lighter  weights  used  for  kitchen  aprons,  table  and  shelf  cover¬ ings,  etc.  Coarser  and  heavier  grades  used  for  floor  coverings.  See Linoleum.",,"Oilcloth: A  material  painted  on  one  side  with  a  specially  prepared paint.  Lighter  weights  used  for  kitchen  aprons,  table  and  shelf  cover¬ ings,  etc.  Coarser  and  heavier  grades  used  for  floor  coverings.  See Linoleum.",textile fabrics,,
